Animal ID,Outcome Date,Outcome Type,Age upon Outcomes(years)
A788384,2019-02-01,Euthanasia,8.0
A683216,2014-07-30,Transfer,1.0
A666089,2013-11-14,Adoption or RTO,0.0
A782726,2018-11-15,Adoption or RTO,0.0
A712527,2015-10-01,Euthanasia,0.0
A719120,2016-06-02,Adoption or RTO,6.0
A782608,2018-12-05,Adoption or RTO,0.0
A650637,2014-07-06,Adoption or RTO,3.0
A780527,2018-12-30,Adoption or RTO,0.0
A772512,2018-05-21,Transfer,0.0
A678583,2014-05-12,Transfer,2.0
A735784,2017-02-11,Adoption or RTO,0.0
A767780,2019-03-08,Adoption or RTO,5.0
A823874,2020-11-13,Adoption or RTO,2.0
A766640,2018-02-17,Adoption or RTO,0.0
A683571,2014-07-12,Euthanasia,0.0
A686210,2015-06-13,Adoption or RTO,13.0
A803330,2019-09-03,Adoption or RTO,0.0
A805514,2019-09-28,Transfer,0.0
A812134,2020-01-23,Adoption or RTO,2.0
A727062,2016-07-02,Adoption or RTO,0.0
A686555,2014-10-04,Adoption or RTO,0.0
A705696,2015-06-30,Transfer,8.0
A805913,2019-10-07,Transfer,1.0
A759543,2017-11-06,Adoption or RTO,0.0
A710193,2015-08-31,Transfer,8.0
A719188,2016-01-19,Euthanasia,3.0
A821941,2020-08-23,Transfer,0.0
A789337,2019-02-19,Transfer,0.0
A739823,2016-12-12,Transfer,0.0
A802812,2019-11-27,Adoption or RTO,0.0
A688192,2014-09-25,Adoption or RTO,5.0
A819187,2020-07-16,Adoption or RTO,12.0
A741541,2017-01-04,Transfer,1.0
A668686,2013-12-10,Transfer,2.0
A746239,2017-04-03,Transfer,6.0
A798877,2019-07-05,Transfer,2.0
A804751,2019-10-16,Adoption or RTO,0.0
A702819,2015-05-18,Euthanasia,0.0
A823511,2020-11-14,Adoption or RTO,0.0
A688793,2014-09-24,Transfer,0.0
A711038,2015-09-18,Transfer,3.0
A796328,2019-06-04,Transfer,0.0
A796849,2019-06-06,Transfer,0.0
A820098,2020-08-26,Adoption or RTO,2.0
A753497,2017-07-14,Transfer,0.0
A822713,2020-09-18,Transfer,0.0
A748059,2017-05-30,Adoption or RTO,0.0
A695872,2015-03-15,Adoption or RTO,0.0
A753928,2017-07-21,Euthanasia,0.0
A691432,2014-11-05,Transfer,5.0
A753868,2017-07-12,Transfer,0.0
A770362,2018-04-18,Transfer,0.0
A826473,2020-12-10,Transfer,5.0
A704397,2015-06-04,Transfer,0.0
A806565,2019-10-12,Euthanasia,2.0
A279045,2015-02-13,Adoption or RTO,14.0
A683733,2014-07-25,Transfer,0.0
A665474,2013-12-26,Adoption or RTO,0.0
A805515,2019-10-16,Adoption or RTO,0.0
A671939,2014-02-08,Adoption or RTO,2.0
A774405,2018-06-22,Adoption or RTO,0.0
A734414,2016-09-10,Transfer,0.0
A669128,2013-12-18,Transfer,2.0
A783741,2018-11-09,Transfer,0.0
A753205,2017-07-07,Adoption or RTO,0.0
A717772,2015-12-23,Adoption or RTO,0.0
A726864,2016-05-15,Transfer,0.0
A771940,2018-07-10,Adoption or RTO,0.0
A734933,2016-09-30,Adoption or RTO,4.0
A810653,2019-12-21,Adoption or RTO,0.0
A810780,2019-12-26,Adoption or RTO,0.0
A820136,2020-08-05,Adoption or RTO,2.0
A675849,2014-06-04,Adoption or RTO,0.0
A730340,2016-07-03,Transfer,0.0
A780218,2018-09-15,Adoption or RTO,2.0
A756554,2017-09-20,Adoption or RTO,0.0
A602952,2019-05-20,Adoption or RTO,8.0
A723733,2016-07-09,Adoption or RTO,0.0
A819452,2020-06-29,Euthanasia,0.0
A801145,2019-08-31,Transfer,0.0
A721556,2016-04-26,Transfer,8.0
A779776,2018-09-09,Adoption or RTO,0.0
A691429,2014-11-05,Transfer,0.0
A669813,2013-12-29,Adoption or RTO,0.0
A758915,2017-10-22,Adoption or RTO,2.0
A736552,2016-10-13,Transfer,1.0
A625447,2018-05-05,Adoption or RTO,6.0
A738234,2016-11-16,Adoption or RTO,0.0
A776484,2018-07-28,Adoption or RTO,0.0
A783032,2018-11-08,Transfer,2.0
A726094,2016-05-10,Adoption or RTO,0.0
A685067,2014-08-14,Adoption or RTO,0.0
A665747,2013-10-24,Transfer,0.0
A689069,2014-11-15,Adoption or RTO,0.0
A667143,2013-11-17,Died or Missing,0.0
A804345,2019-09-13,Transfer,0.0
A798320,2019-07-02,Transfer,0.0
A805427,2020-01-11,Transfer,2.0
A775453,2018-09-26,Adoption or RTO,0.0
A818503,2020-07-29,Adoption or RTO,0.0
A695487,2015-01-17,Transfer,2.0
A704722,2015-06-08,Transfer,0.0
A826623,2020-12-04,Transfer,0.0
A683224,2014-07-08,Euthanasia,0.0
A680851,2014-06-10,Transfer,0.0
A819039,2020-07-16,Adoption or RTO,1.0
A794617,2019-08-03,Adoption or RTO,0.0
A772769,2018-05-23,Transfer,10.0
A714280,2015-12-22,Adoption or RTO,0.0
A689612,2014-10-11,Transfer,0.0
A819079,2020-06-22,Transfer,0.0
A779242,2018-10-12,Adoption or RTO,0.0
A728008,2016-06-22,Euthanasia,0.0
A751212,2017-08-12,Adoption or RTO,0.0
A702205,2015-05-14,Adoption or RTO,0.0
A801692,2019-09-25,Transfer,0.0
A769015,2018-03-31,Transfer,1.0
A701609,2015-05-07,Transfer,1.0
A806816,2019-10-20,Transfer,0.0
A512158,2015-02-19,Adoption or RTO,6.0
A759106,2017-10-05,Transfer,0.0
A683589,2014-07-12,Transfer,0.0
A797171,2019-08-15,Adoption or RTO,0.0
A756929,2017-08-28,Transfer,0.0
A698754,2015-03-24,Adoption or RTO,16.0
A825615,2020-11-08,Euthanasia,2.0
A821027,2020-10-27,Adoption or RTO,0.0
A662402,2013-10-30,Adoption or RTO,0.0
A826123,2020-12-03,Transfer,0.0
A808995,2019-12-01,Transfer,0.0
A707108,2015-07-17,Adoption or RTO,0.0
A733327,2016-08-24,Adoption or RTO,0.0
A800986,2019-08-24,Transfer,6.0
A708886,2015-08-01,Transfer,0.0
A663708,2013-10-11,Transfer,0.0
A791628,2019-04-04,Transfer,0.0
A795500,2019-07-30,Adoption or RTO,0.0
A689893,2014-12-17,Adoption or RTO,0.0
A808783,2020-01-15,Adoption or RTO,0.0
A683958,2014-08-30,Adoption or RTO,0.0
A751589,2017-06-23,Adoption or RTO,0.0
A768188,2018-04-15,Adoption or RTO,2.0
A760225,2017-10-14,Euthanasia,0.0
A777653,2018-08-06,Adoption or RTO,0.0
A682301,2014-06-30,Transfer,0.0
A825542,2020-11-06,Transfer,1.0
A808719,2019-11-19,Adoption or RTO,0.0
A711823,2015-11-10,Adoption or RTO,0.0
A685725,2014-08-20,Adoption or RTO,6.0
A702138,2015-05-30,Adoption or RTO,0.0
A818848,2020-08-27,Died or Missing,0.0
A682068,2014-06-27,Transfer,0.0
A696049,2015-02-15,Transfer,6.0
A672970,2014-02-18,Euthanasia,11.0
A704472,2015-07-02,Transfer,0.0
A808607,2020-01-02,Adoption or RTO,0.0
A778954,2018-08-27,Transfer,2.0
A749992,2017-05-24,Transfer,0.0
A792570,2019-04-18,Transfer,0.0
A751115,2017-07-14,Adoption or RTO,0.0
A796755,2019-06-10,Died or Missing,0.0
A747817,2018-11-05,Adoption or RTO,3.0
A709397,2015-08-19,Transfer,0.0
A795832,2019-06-02,Adoption or RTO,0.0
A773001,2018-06-23,Adoption or RTO,0.0
A721883,2016-03-10,Transfer,1.0
A768794,2019-05-02,Adoption or RTO,3.0
A702357,2015-05-25,Transfer,0.0
A753044,2017-07-31,Adoption or RTO,0.0
A773961,2018-06-16,Adoption or RTO,0.0
A822679,2020-09-18,Transfer,0.0
A719218,2016-01-20,Transfer,2.0
A802389,2019-08-17,Transfer,0.0
A783124,2018-10-30,Transfer,1.0
A711337,2015-09-05,Transfer,0.0
A667331,2013-12-07,Adoption or RTO,0.0
A778059,2018-08-08,Transfer,0.0
A754609,2017-08-18,Transfer,0.0
A686783,2014-09-06,Transfer,4.0
A745493,2017-03-24,Adoption or RTO,0.0
A776353,2018-07-31,Transfer,0.0
A788607,2020-01-18,Adoption or RTO,2.0
A740108,2016-12-12,Transfer,9.0
A717901,2016-06-11,Euthanasia,8.0
A797013,2019-07-28,Adoption or RTO,0.0
A727661,2016-06-18,Adoption or RTO,2.0
A730425,2016-09-07,Adoption or RTO,0.0
A732067,2016-08-02,Transfer,8.0
A755618,2017-08-11,Transfer,1.0
A753275,2017-07-04,Transfer,0.0
A691196,2014-11-11,Transfer,5.0
A725537,2016-05-02,Transfer,0.0
A444115,2015-04-06,Transfer,9.0
A822521,2020-10-13,Adoption or RTO,0.0
A708341,2015-08-01,Euthanasia,0.0
A710678,2015-10-18,Adoption or RTO,8.0
A717570,2015-12-15,Adoption or RTO,0.0
A743034,2017-02-12,Adoption or RTO,0.0
A789224,2019-02-22,Adoption or RTO,0.0
A815137,2020-04-16,Adoption or RTO,0.0
A672666,2014-02-21,Transfer,1.0
A774708,2018-08-26,Adoption or RTO,0.0
A771249,2018-06-14,Adoption or RTO,0.0
A772359,2018-05-23,Adoption or RTO,0.0
A767157,2018-02-28,Adoption or RTO,0.0
A797018,2019-06-12,Transfer,2.0
A803045,2019-08-26,Transfer,0.0
A769091,2018-06-10,Adoption or RTO,15.0
A729733,2016-07-01,Transfer,0.0
A781068,2018-09-24,Transfer,0.0
A812886,2020-02-01,Transfer,1.0
A795924,2019-05-31,Transfer,0.0
A688383,2014-11-12,Adoption or RTO,0.0
A681162,2014-06-13,Transfer,0.0
A682641,2014-07-04,Adoption or RTO,0.0
A795577,2019-07-03,Adoption or RTO,0.0
A681781,2014-06-27,Adoption or RTO,0.0
A672148,2014-02-13,Adoption or RTO,15.0
A761827,2018-02-20,Adoption or RTO,0.0
A817326,2020-06-01,Adoption or RTO,0.0
A670979,2014-02-03,Adoption or RTO,8.0
A806817,2019-10-20,Transfer,0.0
A735613,2016-10-08,Adoption or RTO,4.0
A688412,2014-09-24,Transfer,1.0
A727389,2016-07-09,Adoption or RTO,0.0
A706649,2015-07-02,Transfer,3.0
A759562,2017-10-15,Adoption or RTO,1.0
A686782,2014-08-26,Euthanasia,0.0
A819449,2020-07-17,Adoption or RTO,2.0
A701405,2015-07-02,Adoption or RTO,0.0
A755980,2017-10-14,Adoption or RTO,0.0
A767326,2018-03-04,Transfer,1.0
A781222,2018-09-30,Transfer,1.0
A683925,2014-07-19,Adoption or RTO,0.0
A678858,2014-05-20,Adoption or RTO,3.0
A684680,2014-07-27,Transfer,0.0
A667021,2013-11-12,Transfer,0.0
A671549,2014-02-05,Adoption or RTO,2.0
A606852,2015-04-01,Adoption or RTO,13.0
A752752,2017-07-08,Adoption or RTO,0.0
A776980,2018-08-04,Adoption or RTO,0.0
A772852,2018-05-31,Transfer,1.0
A765021,2018-02-20,Adoption or RTO,1.0
A705031,2017-06-27,Adoption or RTO,2.0
A708720,2015-09-03,Adoption or RTO,0.0
A773753,2018-06-05,Transfer,0.0
A779935,2019-05-17,Adoption or RTO,1.0
A820354,2020-08-21,Adoption or RTO,0.0
A678758,2014-05-26,Adoption or RTO,0.0
A688676,2014-09-22,Adoption or RTO,3.0
A657723,2013-11-02,Adoption or RTO,1.0
A800253,2019-07-29,Transfer,2.0
A713365,2015-11-13,Transfer,0.0
A730895,2016-07-25,Adoption or RTO,1.0
A755334,2017-08-14,Adoption or RTO,0.0
A798823,2019-08-16,Adoption or RTO,0.0
A665447,2013-11-09,Transfer,0.0
A801051,2019-10-16,Adoption or RTO,0.0
A774484,2018-06-18,Euthanasia,1.0
A742225,2017-02-08,Adoption or RTO,0.0
A695693,2015-01-30,Adoption or RTO,5.0
A680866,2014-06-12,Transfer,3.0
A797753,2019-06-29,Adoption or RTO,0.0
A660595,2013-12-30,Adoption or RTO,0.0
A771291,2018-05-24,Adoption or RTO,0.0
A685930,2014-08-15,Adoption or RTO,5.0
A708046,2015-07-22,Transfer,1.0
A823833,2020-10-28,Adoption or RTO,0.0
A717735,2015-12-19,Adoption or RTO,0.0
A768009,2018-03-18,Adoption or RTO,2.0
A750749,2017-06-03,Adoption or RTO,0.0
A770017,2018-06-15,Adoption or RTO,0.0
A705342,2015-06-17,Transfer,0.0
A821389,2020-09-17,Adoption or RTO,0.0
A712388,2015-10-01,Transfer,0.0
A696647,2015-07-11,Adoption or RTO,2.0
A755168,2017-08-08,Adoption or RTO,0.0
A778105,2018-10-12,Adoption or RTO,0.0
A689485,2014-12-06,Adoption or RTO,0.0
A782595,2018-10-18,Transfer,0.0
A689555,2014-10-26,Adoption or RTO,0.0
A805499,2019-09-28,Transfer,0.0
A794049,2019-07-25,Adoption or RTO,0.0
A724540,2016-04-21,Euthanasia,15.0
A743660,2017-02-14,Transfer,0.0
A724439,2016-04-17,Transfer,0.0
A777549,2018-08-03,Transfer,1.0
A713828,2015-12-01,Adoption or RTO,0.0
A763162,2017-12-17,Adoption or RTO,0.0
A794829,2019-07-04,Adoption or RTO,0.0
A682201,2014-08-04,Euthanasia,3.0
A715271,2015-11-03,Euthanasia,3.0
A726994,2016-05-21,Adoption or RTO,0.0
A782742,2018-10-24,Adoption or RTO,1.0
A773065,2018-06-26,Adoption or RTO,0.0
A776217,2018-07-13,Transfer,0.0
A727503,2016-06-28,Adoption or RTO,0.0
A694436,2014-12-28,Adoption or RTO,1.0
A772578,2018-05-22,Transfer,0.0
A821246,2020-10-12,Adoption or RTO,0.0
A729380,2016-08-11,Adoption or RTO,0.0
A733901,2016-10-09,Adoption or RTO,1.0
A802669,2019-08-21,Transfer,0.0
A804621,2019-11-26,Adoption or RTO,0.0
A818665,2020-06-16,Adoption or RTO,0.0
A818530,2020-08-13,Adoption or RTO,3.0
A738847,2016-11-28,Adoption or RTO,0.0
A818541,2020-06-10,Euthanasia,12.0
A772596,2018-05-25,Transfer,1.0
A666891,2013-11-12,Adoption or RTO,0.0
A716519,2015-11-24,Transfer,2.0
A774222,2018-07-08,Adoption or RTO,0.0
A772812,2018-06-23,Adoption or RTO,0.0
A674647,2014-04-06,Adoption or RTO,0.0
A705356,2015-06-17,Transfer,0.0
A821879,2020-09-02,Adoption or RTO,3.0
A772676,2018-05-27,Transfer,0.0
A771272,2018-05-05,Transfer,1.0
A820632,2020-07-24,Transfer,0.0
A620417,2016-09-23,Adoption or RTO,6.0
A701888,2015-05-22,Adoption or RTO,1.0
A754444,2017-08-11,Transfer,11.0
A677356,2014-04-24,Euthanasia,0.0
A755217,2017-08-11,Transfer,0.0
A778934,2018-08-27,Transfer,2.0
A727236,2016-05-20,Transfer,0.0
A780359,2018-11-04,Adoption or RTO,1.0
A664794,2013-10-10,Euthanasia,0.0
A823389,2020-09-28,Transfer,3.0
A823622,2020-10-25,Adoption or RTO,2.0
A692148,2014-12-19,Adoption or RTO,0.0
A668405,2013-12-04,Adoption or RTO,2.0
A729463,2017-09-16,Adoption or RTO,1.0
A736752,2016-10-20,Transfer,0.0
A750753,2020-09-14,Adoption or RTO,3.0
A719102,2016-01-17,Adoption or RTO,0.0
A734277,2016-09-04,Transfer,2.0
A811539,2020-01-09,Transfer,2.0
A731083,2016-07-16,Transfer,0.0
A785192,2018-12-02,Adoption or RTO,0.0
A694448,2014-12-29,Transfer,0.0
A702009,2015-08-10,Adoption or RTO,0.0
A802673,2019-08-21,Transfer,0.0
A712661,2015-09-27,Transfer,0.0
A738930,2019-07-19,Transfer,3.0
A766987,2018-03-06,Adoption or RTO,0.0
A758321,2017-09-16,Transfer,0.0
A700921,2015-05-25,Adoption or RTO,1.0
A826178,2020-11-30,Adoption or RTO,0.0
A726388,2016-06-28,Adoption or RTO,0.0
A710896,2015-08-30,Transfer,0.0
A785483,2018-12-07,Transfer,0.0
A804562,2019-09-19,Transfer,0.0
A676013,2014-04-18,Adoption or RTO,9.0
A752504,2017-07-05,Transfer,0.0
A682345,2014-06-26,Transfer,0.0
A675493,2014-05-19,Adoption or RTO,1.0
A752529,2017-07-04,Adoption or RTO,2.0
A795489,2019-05-21,Euthanasia,5.0
A706330,2015-08-29,Adoption or RTO,0.0
A795102,2019-05-16,Transfer,0.0
A734346,2016-09-06,Transfer,0.0
A755533,2018-03-11,Adoption or RTO,0.0
A812598,2020-01-29,Transfer,1.0
A670287,2014-01-29,Transfer,3.0
A682067,2014-07-29,Adoption or RTO,2.0
A770772,2018-04-27,Adoption or RTO,0.0
A809124,2019-11-24,Transfer,0.0
A782552,2018-10-22,Transfer,0.0
A678671,2014-07-12,Adoption or RTO,0.0
A790127,2019-04-28,Adoption or RTO,2.0
A821417,2020-09-08,Adoption or RTO,0.0
A797544,2019-06-18,Adoption or RTO,0.0
A716241,2015-12-23,Transfer,0.0
A781895,2019-01-09,Adoption or RTO,0.0
A802562,2019-08-31,Transfer,0.0
A728589,2016-08-05,Adoption or RTO,0.0
A691750,2014-12-02,Transfer,0.0
A824476,2020-10-16,Transfer,1.0
A794095,2019-05-04,Transfer,0.0
A772990,2018-06-13,Died or Missing,0.0
A711317,2015-09-05,Transfer,0.0
A665640,2013-10-20,Euthanasia,0.0
A664038,2013-11-23,Adoption or RTO,0.0
A759046,2017-09-26,Transfer,0.0
A751361,2017-06-28,Adoption or RTO,0.0
A757734,2017-12-29,Adoption or RTO,0.0
A779131,2018-09-30,Adoption or RTO,0.0
A699903,2015-04-15,Transfer,0.0
A774185,2018-06-11,Transfer,0.0
A706039,2015-06-24,Adoption or RTO,9.0
A792748,2019-04-24,Adoption or RTO,2.0
A717739,2015-12-23,Transfer,2.0
A674645,2014-04-06,Adoption or RTO,0.0
A822794,2020-09-11,Euthanasia,0.0
A751744,2017-07-07,Adoption or RTO,0.0
A767103,2018-02-27,Adoption or RTO,2.0
A707620,2015-07-15,Transfer,0.0
A693151,2014-12-03,Adoption or RTO,4.0
A779905,2018-09-11,Transfer,1.0
A764852,2018-01-11,Adoption or RTO,0.0
A797833,2019-06-24,Adoption or RTO,0.0
A726199,2016-06-22,Adoption or RTO,0.0
A702023,2015-07-07,Adoption or RTO,1.0
A748096,2017-07-02,Adoption or RTO,0.0
A780809,2019-02-09,Adoption or RTO,0.0
A773350,2018-06-28,Adoption or RTO,0.0
A655427,2014-08-20,Adoption or RTO,1.0
A737608,2016-11-05,Adoption or RTO,0.0
A677530,2014-05-26,Adoption or RTO,0.0
A668477,2013-12-04,Transfer,0.0
A758972,2017-09-28,Transfer,0.0
A692877,2014-12-09,Transfer,2.0
A688757,2014-09-29,Adoption or RTO,0.0
A726754,2016-05-28,Transfer,0.0
A775313,2018-07-16,Transfer,1.0
A443876,2019-05-06,Adoption or RTO,13.0
A753260,2017-07-08,Adoption or RTO,0.0
A678122,2014-07-13,Adoption or RTO,0.0
A681782,2014-06-26,Adoption or RTO,0.0
A721759,2016-03-06,Adoption or RTO,8.0
A821627,2020-08-15,Transfer,0.0
A704119,2015-06-15,Euthanasia,0.0
A733138,2016-10-12,Adoption or RTO,1.0
A735612,2016-10-01,Adoption or RTO,0.0
A685240,2014-08-12,Transfer,2.0
A726405,2016-06-14,Adoption or RTO,0.0
A710816,2015-08-29,Transfer,10.0
A702908,2015-05-19,Transfer,0.0
A759784,2017-10-12,Transfer,2.0
A716009,2015-12-05,Adoption or RTO,0.0
A728604,2016-07-07,Adoption or RTO,0.0
A790947,2019-03-26,Transfer,1.0
A708843,2015-10-01,Transfer,0.0
A696996,2015-02-16,Euthanasia,7.0
A754439,2017-07-29,Transfer,0.0
A702988,2015-07-06,Adoption or RTO,0.0
A792725,2020-01-05,Adoption or RTO,0.0
A721349,2016-06-29,Adoption or RTO,3.0
A794545,2019-05-15,Transfer,1.0
A764549,2018-01-01,Euthanasia,12.0
A752284,2017-08-25,Adoption or RTO,0.0
A801566,2020-04-23,Adoption or RTO,0.0
A692079,2014-11-14,Euthanasia,4.0
A797357,2019-06-18,Transfer,0.0
A680950,2014-06-11,Transfer,2.0
A732107,2016-10-09,Adoption or RTO,0.0
A793262,2019-04-23,Transfer,0.0
A722038,2016-03-13,Transfer,1.0
A677787,2014-05-03,Adoption or RTO,0.0
A702772,2015-05-26,Transfer,0.0
A686539,2014-08-28,Transfer,0.0
A770794,2018-04-29,Transfer,1.0
A712904,2015-09-29,Transfer,0.0
A679193,2014-05-25,Adoption or RTO,0.0
A635168,2018-11-25,Adoption or RTO,6.0
A687911,2014-10-18,Adoption or RTO,0.0
A781621,2018-10-02,Adoption or RTO,1.0
A814771,2020-03-05,Transfer,2.0
A708514,2015-10-09,Transfer,0.0
A619960,2013-10-27,Euthanasia,6.0
A683100,2014-07-08,Transfer,1.0
A765955,2018-02-28,Adoption or RTO,0.0
A810785,2019-12-21,Transfer,0.0
A731633,2016-09-21,Adoption or RTO,12.0
A689647,2014-10-11,Adoption or RTO,0.0
A681361,2014-06-16,Transfer,0.0
A722343,2016-04-01,Adoption or RTO,3.0
A751313,2017-06-11,Adoption or RTO,0.0
A813451,2020-02-11,Adoption or RTO,0.0
A787277,2019-01-14,Transfer,12.0
A822690,2020-10-31,Adoption or RTO,0.0
A795856,2019-05-29,Transfer,2.0
A772206,2018-07-13,Adoption or RTO,0.0
A693331,2014-12-06,Transfer,1.0
A692966,2014-12-29,Adoption or RTO,1.0
A780464,2018-09-19,Adoption or RTO,0.0
A731891,2016-08-09,Transfer,12.0
A685197,2014-08-06,Transfer,1.0
A680872,2014-08-17,Adoption or RTO,0.0
A772361,2018-05-22,Transfer,2.0
A728805,2016-06-13,Adoption or RTO,0.0
A707882,2015-07-19,Euthanasia,12.0
A734061,2016-09-08,Transfer,0.0
A734883,2016-09-27,Adoption or RTO,0.0
A775310,2018-08-06,Adoption or RTO,1.0
A807454,2019-12-21,Adoption or RTO,0.0
A725318,2016-06-16,Adoption or RTO,2.0
A674635,2014-03-16,Transfer,0.0
A711847,2015-11-07,Adoption or RTO,0.0
A679188,2014-05-21,Adoption or RTO,0.0
A708868,2015-08-14,Adoption or RTO,0.0
A821970,2020-10-16,Adoption or RTO,0.0
A781445,2018-10-01,Transfer,2.0
A742236,2017-04-06,Adoption or RTO,3.0
A691718,2014-12-19,Adoption or RTO,0.0
A688675,2014-09-23,Transfer,0.0
A713640,2015-10-21,Transfer,2.0
A799199,2019-07-16,Adoption or RTO,0.0
A765711,2018-02-24,Adoption or RTO,7.0
A818113,2020-08-05,Adoption or RTO,0.0
A728551,2016-06-05,Transfer,0.0
A755995,2017-08-23,Transfer,2.0
A823757,2020-11-28,Adoption or RTO,0.0
A738761,2016-11-20,Transfer,0.0
A665795,2013-10-30,Euthanasia,0.0
A824716,2020-11-24,Adoption or RTO,0.0
A679958,2014-05-30,Transfer,2.0
A810242,2020-02-25,Adoption or RTO,0.0
A572166,2014-04-13,Adoption or RTO,11.0
A821584,2020-09-19,Adoption or RTO,2.0
A710647,2015-09-01,Transfer,1.0
A702255,2015-05-12,Transfer,0.0
A755448,2017-08-13,Adoption or RTO,0.0
A781259,2018-12-13,Adoption or RTO,0.0
A717678,2015-12-30,Euthanasia,2.0
A707510,2015-07-19,Adoption or RTO,0.0
A771605,2018-06-09,Transfer,1.0
A626654,2015-07-01,Adoption or RTO,3.0
A796310,2019-06-10,Euthanasia,0.0
A803152,2019-08-31,Transfer,0.0
A703731,2015-07-18,Adoption or RTO,0.0
A717289,2015-12-09,Transfer,1.0
A773274,2018-05-29,Transfer,0.0
A802789,2019-08-25,Transfer,0.0
A683707,2014-08-10,Adoption or RTO,0.0
A781274,2018-11-27,Adoption or RTO,0.0
A706484,2015-07-13,Transfer,3.0
A686830,2014-08-27,Transfer,0.0
A676866,2014-06-24,Adoption or RTO,0.0
A710177,2015-09-14,Adoption or RTO,0.0
A775163,2018-08-27,Adoption or RTO,0.0
A732434,2016-08-08,Transfer,3.0
A778798,2018-08-25,Adoption or RTO,0.0
A808136,2019-11-22,Adoption or RTO,3.0
A751298,2019-10-07,Adoption or RTO,2.0
A792573,2019-04-12,Transfer,0.0
A680923,2014-06-10,Adoption or RTO,10.0
A698700,2015-04-08,Transfer,2.0
A696087,2015-02-01,Adoption or RTO,0.0
A787875,2019-01-25,Transfer,1.0
A776936,2018-08-25,Adoption or RTO,0.0
A614939,2016-12-21,Adoption or RTO,7.0
A793157,2019-04-23,Adoption or RTO,3.0
A733168,2016-08-18,Transfer,0.0
A706595,2015-06-30,Euthanasia,0.0
A726433,2016-07-09,Adoption or RTO,0.0
A684867,2014-07-29,Transfer,0.0
A762567,2017-11-21,Euthanasia,12.0
A705515,2015-06-30,Transfer,0.0
A705212,2015-06-14,Transfer,0.0
A720253,2016-06-27,Adoption or RTO,4.0
A755211,2017-08-03,Transfer,0.0
A807358,2019-11-05,Adoption or RTO,3.0
A763070,2017-12-22,Died or Missing,0.0
A771266,2018-07-11,Adoption or RTO,2.0
A745571,2017-03-21,Transfer,6.0
A766650,2018-03-01,Adoption or RTO,0.0
A670328,2014-01-06,Euthanasia,1.0
A800243,2019-07-27,Adoption or RTO,0.0
A695921,2015-02-02,Adoption or RTO,0.0
A802211,2020-01-22,Adoption or RTO,0.0
A688751,2014-09-23,Transfer,0.0
A666639,2013-11-23,Adoption or RTO,0.0
A725628,2016-05-01,Transfer,0.0
A727581,2016-07-02,Adoption or RTO,0.0
A696928,2015-04-27,Adoption or RTO,2.0
A737784,2016-11-13,Adoption or RTO,0.0
A732160,2016-08-23,Died or Missing,0.0
A732421,2016-08-15,Transfer,0.0
A822264,2020-09-02,Adoption or RTO,5.0
A707865,2015-07-21,Adoption or RTO,17.0
A750051,2017-06-22,Euthanasia,0.0
A757666,2017-09-08,Transfer,0.0
A807448,2019-12-04,Adoption or RTO,0.0
A753572,2017-08-08,Adoption or RTO,0.0
A586860,2018-12-02,Adoption or RTO,10.0
A781599,2018-11-12,Transfer,0.0
A820287,2020-07-20,Transfer,0.0
A794824,2019-07-05,Adoption or RTO,0.0
A677600,2014-06-03,Adoption or RTO,0.0
A823656,2020-11-12,Adoption or RTO,0.0
A689196,2014-10-04,Adoption or RTO,0.0
A805813,2019-10-06,Transfer,1.0
A690566,2014-10-22,Transfer,0.0
A782734,2018-12-20,Adoption or RTO,0.0
A782069,2019-02-07,Adoption or RTO,2.0
A680239,2014-05-31,Euthanasia,2.0
A677792,2014-04-29,Euthanasia,0.0
A715881,2015-11-29,Transfer,2.0
A744655,2017-03-19,Adoption or RTO,3.0
A792561,2019-06-18,Adoption or RTO,0.0
A782830,2018-12-05,Adoption or RTO,0.0
A806004,2019-10-04,Transfer,0.0
A780811,2018-09-22,Transfer,9.0
A755250,2017-08-11,Transfer,0.0
A795209,2019-07-03,Adoption or RTO,0.0
A706506,2015-06-30,Transfer,0.0
A741754,2017-01-07,Euthanasia,10.0
A678301,2014-05-07,Transfer,0.0
A819466,2020-06-30,Euthanasia,0.0
A774312,2018-07-23,Adoption or RTO,1.0
A678267,2014-05-08,Transfer,2.0
A744511,2017-03-06,Adoption or RTO,1.0
A749298,2017-05-26,Transfer,1.0
A772813,2018-07-02,Adoption or RTO,0.0
A664574,2013-10-10,Adoption or RTO,0.0
A787067,2019-02-07,Adoption or RTO,0.0
A761733,2017-11-13,Adoption or RTO,2.0
A805840,2019-10-04,Transfer,0.0
A551845,2018-01-29,Adoption or RTO,9.0
A770658,2018-05-05,Transfer,3.0
A703485,2015-05-25,Euthanasia,5.0
A807094,2019-10-20,Transfer,0.0
A682329,2014-06-27,Transfer,1.0
A670546,2014-01-14,Transfer,0.0
A771844,2018-06-19,Adoption or RTO,0.0
A690139,2014-10-30,Adoption or RTO,2.0
A709691,2015-12-19,Adoption or RTO,0.0
A713281,2015-10-12,Transfer,0.0
A813739,2020-02-28,Transfer,3.0
A727493,2016-06-30,Adoption or RTO,0.0
A731042,2016-07-24,Adoption or RTO,0.0
A721733,2016-03-09,Transfer,2.0
A690052,2014-10-14,Transfer,3.0
